learner_id,course_id,activity_type,study_duration_minutes,activity_date
L00863,C00206,add_to_wishlist,173,2026-04-20
L00264,C00013,like,122,2026-08-05
L00163,C00033,like,191,2025-09-23
L00107,C00212,like,55,2026-06-07
L00505,C00389,skip,219,2026-05-29
L00780,C00242,skip,45,2025-12-10
L00883,C00393,skip,151,2025-10-22
L00223,C00400,like,75,2025-10-24
L00485,C00307,add_to_wishlist,152,2026-03-20
L00282,C00045,enroll,106,2026-05-05
L00348,C00324,complete,141,2026-04-16
L00392,C00140,skip,50,2025-12-22
L00730,C00083,like,134,2026-05-23
L00891,C00409,enroll,58,2026-06-01
L00607,C00421,skip,90,2026-01-25
L00245,C00019,complete,73,2026-05-07
L00549,C00105,complete,141,2025-11-12
L00418,C00098,like,85,2026-05-27
L00369,C00496,skip,82,2025-09-30
L00367,C00333,skip,0,2025-12-16
L00044,C00322,skip,24,2025-11-12
L00993,C00490,enroll,240,2025-11-03
L00335,C00381,skip,36,2026-09-02
L00883,C00358,skip,40,2026-05-30
L00756,C00266,skip,144,2026-03-08
L00399,C00474,like,212,2025-10-20
L00629,C00149,add_to_wishlist,224,2026-04-27
L00241,C00461,complete,26,2026-04-19
L00931,C00298,skip,117,2025-12-25
L00109,C00359,complete,190,2026-06-08
L00186,C00362,enroll,44,2025-10-16
L00831,C00344,skip,70,2026-03-07
L00234,C00426,like,184,2025-12-23
L00195,C00437,like,126,2026-04-17
L00912,C00288,skip,105,2026-08-22
L00523,C00044,add_to_wishlist,59,2025-10-20
L00862,C00044,add_to_wishlist,137,2025-09-16
L00367,C00256,like,83,2026-05-31
L00472,C00456,skip,191,2026-05-01
L00316,C00154,like,191,2026-05-21
L00706,C00013,enroll,43,2025-11-20
L00782,C00211,complete,193,2026-04-10
L00973,C00243,enroll,184,2026-07-25
L00107,C00266,skip,220,2025-09-30
L00520,C00399,skip,36,2026-03-14
L00216,C00131,like,108,2025-11-02
L00938,C00072,add_to_wishlist,45,2026-03-07
L00061,C00321,enroll,82,2025-10-03
L00416,C00315,like,175,2025-09-04
L00813,C00201,enroll,164,2026-09-03
L00166,C00300,enroll,194,2026-04-03
L00988,C00145,complete,155,2025-12-08
L00035,C00239,like,35,2026-06-26
L00040,C00480,add_to_wishlist,72,2026-06-21
L00735,C00177,enroll,144,2026-08-03
L00535,C00302,add_to_wishlist,200,2026-03-13
L00054,C00285,add_to_wishlist,186,2025-10-30
L00510,C00246,skip,40,2026-07-15
L00331,C00253,enroll,119,2026-08-02
L00821,C00205,skip,46,2025-12-29
L00858,C00143,complete,116,2026-02-01
L00955,C00424,enroll,239,2025-12-03
L00856,C00203,add_to_wishlist,110,2026-08-08
L00346,C00370,skip,107,2025-12-18
L00970,C00320,skip,201,2026-08-08
L00348,C00285,skip,99,2026-04-26
L00538,C00469,skip,139,2026-05-09
L00160,C00183,add_to_wishlist,29,2026-06-25
L00152,C00499,enroll,164,2026-01-16
L00347,C00188,enroll,142,2026-06-16
L00014,C00123,skip,183,2026-01-22
L00484,C00078,enroll,1,2026-04-12
L00621,C00350,enroll,219,2026-06-22
L00854,C00117,like,18,2026-08-01
L00454,C00382,complete,55,2026-04-09
L00703,C00361,like,162,2026-04-07
L00495,C00088,add_to_wishlist,177,2026-03-13
L00008,C00348,complete,140,2025-09-22
L00152,C00091,complete,143,2025-11-29
L00102,C00159,add_to_wishlist,45,2026-04-06
L00043,C00221,skip,138,2026-06-05
L00694,C00186,skip,172,2026-05-29
L00069,C00488,skip,124,2026-04-20
L00775,C00214,enroll,191,2026-07-03
L00421,C00291,skip,51,2026-04-21
L00996,C00055,add_to_wishlist,192,2026-01-12
L00404,C00256,skip,215,2026-01-05
L00206,C00221,add_to_wishlist,103,2026-02-22
L00796,C00325,add_to_wishlist,216,2026-01-11
L00482,C00496,like,126,2025-10-31
L00823,C00129,like,111,2025-12-04
L00275,C00441,add_to_wishlist,34,2026-07-20
L00501,C00150,enroll,215,2026-06-22
L00083,C00288,enroll,207,2025-12-05
L00323,C00098,add_to_wishlist,91,2026-08-30
L00750,C00088,enroll,85,2026-07-22
L00211,C00480,enroll,74,2025-10-02
L00565,C00462,enroll,130,2026-01-02
L00230,C00376,add_to_wishlist,105,2025-12-08
L00344,C00332,enroll,141,2025-10-28
L00034,C00177,complete,235,2026-01-15
L00689,C00272,skip,235,2026-06-18
L00873,C00141,add_to_wishlist,234,2025-11-04
L00740,C00307,add_to_wishlist,140,2026-01-07
L00253,C00162,enroll,92,2025-11-24
L00414,C00361,like,177,2025-11-04
L00051,C00149,add_to_wishlist,178,2025-11-06
L00216,C00273,like,93,2026-02-24
L00614,C00301,add_to_wishlist,127,2025-11-13
L00068,C00354,enroll,59,2025-10-27
L00334,C00070,like,161,2026-02-16
L00071,C00388,add_to_wishlist,121,2026-02-07
L00142,C00193,like,25,2026-09-04
L00474,C00203,like,98,2026-01-30
L00474,C00198,complete,15,2025-11-27
L00208,C00051,add_to_wishlist,201,2025-10-26
L01000,C00459,enroll,237,2025-12-27
L00989,C00146,skip,210,2025-12-16
L00657,C00272,enroll,29,2025-09-30
L00075,C00256,skip,33,2026-02-17
L00732,C00381,add_to_wishlist,111,2025-09-22
L00937,C00454,add_to_wishlist,60,2026-02-25
L00608,C00299,like,55,2026-07-08
L00326,C00461,like,167,2026-03-22
L00554,C00443,add_to_wishlist,78,2026-07-22
L00983,C00099,like,111,2025-10-08
L00218,C00055,skip,131,2026-02-20
L00354,C00291,add_to_wishlist,0,2025-10-23
L00434,C00059,like,24,2025-12-11
L00791,C00361,like,118,2026-07-20
L00840,C00029,skip,208,2025-12-27
L00791,C00167,complete,230,2025-11-10
L00718,C00279,skip,9,2025-09-05
L00399,C00453,complete,167,2026-02-19
L00024,C00443,add_to_wishlist,26,2025-10-25
L00037,C00007,enroll,78,2026-03-16
L00341,C00194,enroll,230,2026-03-26
L00195,C00294,like,69,2026-03-01
L00845,C00347,add_to_wishlist,98,2026-08-12
L00617,C00102,add_to_wishlist,15,2025-10-16
L00138,C00430,add_to_wishlist,68,2025-10-09
L00525,C00158,complete,126,2026-06-18
L00355,C00350,complete,214,2026-07-06
L00717,C00001,skip,220,2025-11-17
L00747,C00336,complete,145,2025-09-10
L00729,C00242,enroll,166,2026-02-18
L00534,C00319,skip,1,2025-11-25
L00619,C00414,complete,4,2025-10-10
L00702,C00323,like,99,2026-09-04
L00246,C00141,add_to_wishlist,52,2026-01-06
L00678,C00337,like,83,2026-08-03
L00909,C00041,add_to_wishlist,223,2025-11-03
L00734,C00045,enroll,19,2026-05-23
L00057,C00013,skip,138,2026-06-26
L00400,C00138,like,9,2025-10-03
L00743,C00024,enroll,11,2025-11-02
L00307,C00392,skip,226,2026-06-02
L00489,C00043,complete,38,2026-03-14
L00344,C00116,like,214,2026-02-26
L00074,C00216,like,166,2026-05-25
L00925,C00034,add_to_wishlist,204,2026-04-01
L00834,C00268,add_to_wishlist,116,2026-07-15
L00671,C00323,complete,24,2025-09-20
L00811,C00075,skip,48,2025-09-19
L00844,C00385,like,229,2025-10-26
L00519,C00441,add_to_wishlist,12,2026-01-09
L00169,C00057,complete,163,2026-02-07
L00618,C00077,complete,3,2026-06-09
L00547,C00187,like,174,2026-04-18
L00530,C00186,add_to_wishlist,131,2026-08-21
L00619,C00212,like,97,2026-07-05
L00556,C00174,skip,5,2026-06-04
L00481,C00052,add_to_wishlist,61,2025-09-16
L00949,C00303,enroll,67,2026-07-04
L00572,C00212,like,234,2025-10-21
L00106,C00120,enroll,139,2026-02-12
L00526,C00206,like,184,2025-10-10
L00684,C00431,skip,138,2026-03-26
L00673,C00379,skip,157,2026-01-26
L00573,C00053,like,20,2026-08-03
L00089,C00010,add_to_wishlist,120,2026-07-12
L00307,C00440,complete,127,2025-09-14
L00401,C00368,add_to_wishlist,8,2026-07-10
L00629,C00311,enroll,8,2025-10-04
L00658,C00154,skip,64,2025-10-07
L00724,C00006,skip,19,2025-09-15
L00659,C00368,complete,5,2026-05-18
L00170,C00112,add_to_wishlist,162,2026-02-16
L00815,C00116,enroll,181,2025-11-03
L00882,C00130,add_to_wishlist,18,2025-11-20
L00659,C00138,like,195,2026-02-15
L00439,C00183,complete,163,2025-12-08
L00671,C00354,like,51,2026-01-15
L00539,C00300,enroll,70,2026-07-26
L00905,C00169,like,17,2026-02-05
L00176,C00291,enroll,228,2026-07-15
L00425,C00396,enroll,129,2026-05-15
L00551,C00182,like,46,2026-02-16
L00284,C00360,enroll,4,2026-04-06
L00942,C00185,enroll,92,2026-05-07
L00382,C00106,add_to_wishlist,4,2026-06-11
L00951,C00356,enroll,9,2026-03-01
L00638,C00314,add_to_wishlist,195,2026-07-06
L00752,C00377,enroll,229,2026-08-31
L00903,C00348,enroll,127,2026-08-24
L00997,C00055,enroll,105,2026-04-15
L00991,C00213,add_to_wishlist,77,2026-07-24
L00246,C00329,skip,147,2026-05-29
L00939,C00004,complete,64,2026-06-08
L00424,C00141,add_to_wishlist,240,2025-11-30
L00227,C00125,enroll,25,2026-05-04
L00066,C00297,enroll,177,2026-03-30
L00219,C00078,complete,54,2025-09-09
L00629,C00316,complete,235,2025-09-15
L00089,C00461,skip,22,2026-02-09
L00202,C00072,complete,92,2026-05-15
L00772,C00468,add_to_wishlist,138,2025-12-16
L00815,C00166,add_to_wishlist,28,2026-06-01
L00270,C00431,enroll,115,2026-04-24
L00703,C00393,enroll,78,2025-09-20
L00644,C00001,skip,56,2025-10-28
L00526,C00171,add_to_wishlist,196,2026-08-27
L00651,C00322,add_to_wishlist,140,2026-07-30
L00680,C00015,add_to_wishlist,166,2026-02-16
L00486,C00357,add_to_wishlist,32,2026-01-10
L00675,C00262,like,32,2026-08-24
L00583,C00388,complete,206,2026-01-19
L00484,C00009,complete,144,2026-03-24
L00069,C00012,complete,79,2026-05-25
L00775,C00201,add_to_wishlist,98,2025-10-30
L00092,C00249,like,84,2026-05-07
L00861,C00108,like,8,2026-06-04
L00482,C00197,add_to_wishlist,240,2026-02-11
L00283,C00035,skip,7,2026-08-03
L00074,C00110,complete,178,2026-04-05
L00066,C00276,like,238,2026-07-21
L00248,C00388,enroll,121,2025-12-25
L00495,C00118,enroll,119,2025-09-29
L00613,C00362,like,41,2025-12-06
L00188,C00461,skip,49,2026-07-06
L00981,C00316,add_to_wishlist,123,2025-10-08
L00249,C00498,skip,131,2026-01-13
L00453,C00227,complete,194,2025-11-11
L00219,C00099,like,175,2026-04-09
L00015,C00187,complete,135,2026-05-25
L00006,C00023,complete,99,2026-05-09
L00880,C00205,add_to_wishlist,219,2026-07-14
L00957,C00128,skip,143,2025-12-26
L00075,C00099,skip,215,2025-10-03
L00544,C00405,complete,123,2026-01-15
L00495,C00309,enroll,100,2025-12-24
L00830,C00136,like,7,2025-11-11
L00110,C00172,like,12,2026-04-08
L00875,C00449,like,140,2026-04-06
L00099,C00228,add_to_wishlist,137,2026-03-23
L00859,C00463,like,94,2026-05-28
L00841,C00228,skip,116,2026-03-07
L00402,C00392,like,55,2026-03-26
L00299,C00232,add_to_wishlist,79,2026-07-27
L00684,C00337,add_to_wishlist,128,2026-08-28
L00710,C00230,complete,236,2026-01-07
L00821,C00328,complete,110,2026-05-13
L00448,C00062,enroll,107,2026-04-13
L00216,C00424,add_to_wishlist,129,2026-07-03
L00573,C00137,skip,29,2026-03-17
L00818,C00488,skip,179,2025-10-12
L00932,C00153,like,169,2026-05-19
L00329,C00024,add_to_wishlist,9,2025-11-20
L00533,C00358,like,42,2026-05-11
L00792,C00298,skip,184,2026-05-12
L00169,C00188,enroll,88,2026-03-06
L00842,C00241,enroll,232,2026-05-29
L00328,C00070,enroll,43,2026-01-08
L00759,C00281,complete,92,2026-03-27
L00806,C00060,skip,76,2026-02-09
L00149,C00316,like,230,2025-11-06
L00255,C00179,skip,6,2026-08-04
L00310,C00014,skip,191,2025-10-25
L00759,C00487,complete,51,2026-08-16
L00610,C00225,skip,224,2026-05-20
L00660,C00226,skip,8,2026-07-21
L00553,C00262,add_to_wishlist,233,2026-05-03
L00674,C00329,complete,113,2025-09-16
L00470,C00166,enroll,130,2025-09-18
L00088,C00307,add_to_wishlist,101,2026-08-25
L00264,C00171,enroll,195,2026-04-26
L00264,C00415,skip,140,2026-06-10
L00136,C00048,skip,9,2026-07-09
L00890,C00397,add_to_wishlist,143,2026-02-12
L00707,C00299,enroll,44,2025-12-22
L00383,C00299,like,223,2026-04-14
L00942,C00319,enroll,225,2026-04-15
L00439,C00026,enroll,191,2025-11-29
L00527,C00048,enroll,185,2025-11-06
L00073,C00078,add_to_wishlist,228,2026-05-01
L00849,C00348,complete,183,2026-07-26
L00929,C00281,add_to_wishlist,166,2026-07-15
L00512,C00364,like,141,2026-02-03
L00424,C00410,enroll,70,2026-05-16
L00278,C00451,skip,202,2026-01-10
L00806,C00273,add_to_wishlist,193,2025-11-09
L00462,C00412,skip,61,2026-05-13
L00596,C00062,enroll,83,2026-02-20
L00297,C00114,skip,38,2025-11-17
L00839,C00252,skip,200,2026-08-17
L00171,C00245,enroll,148,2026-09-01
L00009,C00193,enroll,152,2026-04-09
L00043,C00133,enroll,86,2026-04-12
L00567,C00483,enroll,229,2026-05-19
L00084,C00040,enroll,122,2025-11-10
L00402,C00227,add_to_wishlist,192,2026-04-23
L00364,C00138,like,103,2025-11-29
L00304,C00303,enroll,122,2026-01-19
L00900,C00286,enroll,153,2026-06-19
L00445,C00254,skip,97,2026-01-07
L00269,C00365,skip,29,2026-02-18
L00258,C00126,enroll,130,2026-07-21
L00764,C00396,complete,210,2026-08-27
L00740,C00271,complete,149,2025-12-06
L00423,C00191,like,37,2026-07-02
L00991,C00482,add_to_wishlist,193,2026-06-17
L00949,C00326,enroll,159,2026-07-19
L00089,C00369,enroll,164,2025-12-06
L00141,C00335,skip,2,2025-09-30
L00262,C00191,complete,139,2026-06-08
L00198,C00174,enroll,13,2026-01-14
L00145,C00133,skip,24,2025-10-24
L00138,C00031,like,43,2026-08-12
L00470,C00368,enroll,0,2026-03-15
L00348,C00192,add_to_wishlist,160,2026-05-01
L00718,C00268,like,104,2026-07-14
L00403,C00222,enroll,83,2025-11-21
L00694,C00102,skip,30,2026-06-22
L00747,C00347,skip,158,2026-01-18
L00690,C00264,skip,107,2025-09-13
L00078,C00342,like,59,2026-05-18
L00199,C00367,add_to_wishlist,223,2025-09-24
L00290,C00361,complete,102,2026-03-01
L00463,C00342,add_to_wishlist,202,2026-04-01
L00368,C00373,add_to_wishlist,156,2025-11-17
L00251,C00442,skip,24,2026-05-28
L00361,C00318,enroll,99,2026-05-16
L00314,C00156,skip,82,2026-01-02
L00004,C00454,skip,47,2026-04-27
L00491,C00374,enroll,86,2025-12-28
L00076,C00005,complete,0,2025-09-22
L00478,C00472,complete,92,2025-12-03
L00081,C00411,skip,2,2026-06-08
L00838,C00414,add_to_wishlist,182,2026-08-16
L00042,C00405,add_to_wishlist,132,2026-05-13
L00364,C00263,add_to_wishlist,225,2026-06-01
L00469,C00435,like,168,2026-05-29
L00503,C00006,complete,240,2025-09-11
L00385,C00239,skip,125,2025-10-30
L00971,C00154,like,151,2026-05-11
L00781,C00225,add_to_wishlist,161,2026-04-27
L00155,C00432,complete,4,2026-08-28
L00504,C00048,skip,175,2026-02-01
L00499,C00035,like,212,2026-05-29
L00795,C00148,enroll,110,2026-01-02
L00358,C00326,enroll,97,2025-12-31
L00186,C00082,skip,182,2026-03-25
L00554,C00236,like,186,2026-05-05
L00061,C00148,complete,108,2026-01-18
L00292,C00412,enroll,13,2025-09-29
L00435,C00251,enroll,186,2026-03-05
L00671,C00495,skip,160,2026-05-10
L00932,C00395,enroll,90,2026-06-03
L00605,C00423,like,35,2026-03-17
L00291,C00382,complete,60,2026-02-08
L00005,C00401,complete,54,2026-03-24
L00685,C00223,add_to_wishlist,84,2025-12-16
L00566,C00125,like,137,2026-05-09
L00789,C00336,complete,71,2026-06-14
L00648,C00199,like,61,2026-04-03
L00515,C00128,like,96,2025-12-29
L00716,C00209,skip,156,2026-08-28
L00183,C00427,add_to_wishlist,228,2026-04-30
L00981,C00495,complete,91,2026-05-09
L00005,C00054,enroll,72,2026-02-03
L00232,C00305,like,188,2026-05-19
L00338,C00271,skip,96,2026-07-13
L00847,C00231,complete,160,2026-02-04
L00078,C00297,skip,40,2026-03-09
L00995,C00138,like,75,2025-12-09
L00162,C00053,like,35,2026-01-27
L00672,C00256,enroll,64,2026-05-08
L00844,C00014,complete,103,2025-09-28
L00245,C00246,add_to_wishlist,46,2026-07-27
L00927,C00278,like,153,2026-01-24
L00735,C00090,add_to_wishlist,27,2025-12-05
L00377,C00050,enroll,69,2025-11-03
L00273,C00122,add_to_wishlist,237,2026-05-30
L00123,C00214,add_to_wishlist,23,2026-08-27
L00343,C00100,skip,210,2025-10-15
L00689,C00488,skip,33,2026-02-15
L00828,C00295,skip,33,2025-12-05
L00272,C00450,enroll,219,2025-11-23
L00433,C00071,enroll,114,2025-09-25
L00591,C00093,like,240,2026-03-23
L00342,C00173,skip,34,2026-09-04
L00298,C00119,like,51,2026-03-28
L00588,C00009,skip,56,2026-04-10
L00017,C00038,like,29,2025-11-03
L00197,C00195,add_to_wishlist,168,2026-05-19
L00237,C00343,like,152,2026-08-16
L00418,C00476,add_to_wishlist,151,2026-02-18
L00355,C00455,skip,57,2026-07-03
L00896,C00345,like,63,2026-02-17
L00663,C00254,skip,45,2026-05-20
L00615,C00457,like,74,2026-02-05
L00594,C00254,like,198,2025-09-26
L00919,C00191,skip,98,2026-07-18
L00093,C00042,enroll,171,2026-01-21
L00312,C00092,add_to_wishlist,207,2026-04-06
L00231,C00198,complete,216,2026-03-09
L00944,C00037,enroll,164,2026-01-27
L00660,C00348,skip,146,2025-09-13
L00759,C00328,enroll,174,2026-07-23
L00824,C00101,complete,180,2025-10-08
L00771,C00413,complete,49,2025-12-05
L00066,C00421,enroll,190,2025-12-18
L00012,C00343,skip,206,2026-04-08
L00174,C00325,enroll,131,2026-08-27
L00196,C00484,add_to_wishlist,140,2025-11-24
L00547,C00441,add_to_wishlist,204,2025-12-23
L00177,C00430,like,155,2025-11-18
L00432,C00481,complete,45,2025-12-24
L00625,C00488,add_to_wishlist,117,2025-12-07
L00977,C00355,add_to_wishlist,232,2026-08-16
L00263,C00496,enroll,61,2025-12-06
L00299,C00058,skip,105,2026-02-23
L00103,C00302,skip,115,2025-11-28
L00386,C00330,like,135,2026-05-08
L00435,C00428,add_to_wishlist,82,2026-05-25
L00210,C00378,skip,195,2026-06-04
L00218,C00431,add_to_wishlist,45,2026-01-31
L00749,C00275,like,35,2026-02-11
L00939,C00325,skip,216,2026-08-18
L00231,C00312,complete,29,2025-10-05
L00297,C00321,complete,87,2026-06-05
L00403,C00211,skip,237,2026-05-08
L00204,C00363,complete,185,2026-05-26
L00427,C00216,skip,83,2025-11-17
L00492,C00025,complete,107,2026-06-11
L00857,C00328,complete,47,2026-06-18
L00301,C00073,enroll,46,2025-10-22
L00799,C00382,skip,224,2025-09-14
L00378,C00268,add_to_wishlist,226,2026-06-30
L00684,C00192,skip,174,2026-08-11
L00033,C00421,skip,173,2025-11-15
L00920,C00390,add_to_wishlist,29,2026-02-22
L00884,C00062,add_to_wishlist,53,2025-12-19
L00346,C00338,like,122,2026-01-29
L00391,C00395,enroll,129,2025-09-20
L00961,C00148,skip,192,2026-06-21
L00059,C00372,skip,97,2026-05-02
L00623,C00358,complete,51,2026-06-27
L00481,C00358,enroll,88,2026-01-11
L00069,C00043,add_to_wishlist,0,2026-01-12
L00292,C00054,like,33,2025-10-17
L00563,C00058,like,157,2026-07-15
L00334,C00237,like,192,2026-07-03
L00429,C00459,complete,200,2025-11-24
L00197,C00469,enroll,67,2026-03-25
L00253,C00415,skip,240,2026-05-29
L00750,C00471,like,49,2026-05-01
L00472,C00075,skip,135,2026-08-11
L00570,C00405,add_to_wishlist,159,2026-02-26
L00540,C00318,enroll,16,2025-11-12
L00457,C00019,complete,229,2026-03-21
L00397,C00143,skip,216,2026-01-01
L00760,C00363,skip,182,2026-06-01
L00204,C00039,add_to_wishlist,166,2025-10-17
L00881,C00360,add_to_wishlist,70,2026-03-10
L00615,C00226,enroll,70,2026-06-17
L00986,C00343,add_to_wishlist,179,2026-05-22
L00260,C00377,add_to_wishlist,203,2026-03-13
L00620,C00283,add_to_wishlist,162,2025-11-05
L00672,C00210,enroll,166,2026-02-16
L00732,C00291,skip,145,2026-06-06
L00110,C00287,enroll,14,2026-01-06
L00890,C00249,like,36,2026-02-12
L00217,C00136,enroll,113,2025-11-21
L00838,C00175,skip,53,2026-02-20
L00884,C00223,like,210,2026-06-27
L00194,C00115,skip,98,2025-11-13
L00502,C00328,add_to_wishlist,60,2026-02-23
L00826,C00305,like,68,2025-09-07
L00914,C00396,complete,218,2026-07-21
L00772,C00008,add_to_wishlist,0,2026-01-11
L00362,C00308,enroll,62,2025-09-26
L00330,C00138,complete,162,2026-03-26
L00011,C00036,enroll,128,2026-05-14
L00168,C00299,skip,5,2026-02-22
L00428,C00222,add_to_wishlist,183,2026-08-09
L00745,C00241,enroll,208,2026-03-04
L00093,C00410,add_to_wishlist,185,2026-04-09
L00209,C00314,enroll,213,2025-10-11
L00443,C00325,enroll,155,2025-09-08
L00971,C00352,like,195,2026-06-27
L00626,C00112,skip,192,2026-06-21
L00253,C00414,add_to_wishlist,45,2026-06-30
L00149,C00415,complete,125,2026-05-24
L00616,C00002,complete,113,2026-08-16
L00686,C00124,complete,157,2026-04-20
L00229,C00010,add_to_wishlist,181,2026-03-08
L00116,C00409,skip,117,2026-03-28
L00545,C00014,skip,125,2026-09-01
L00331,C00481,skip,132,2025-10-30
L00576,C00303,complete,239,2026-01-30
L00086,C00206,like,33,2026-07-14
L00405,C00083,complete,235,2025-12-08
L00422,C00340,enroll,14,2026-07-09
L00849,C00226,skip,184,2026-06-17
L00970,C00400,add_to_wishlist,133,2025-12-21
L00522,C00148,skip,115,2026-07-05
L00859,C00441,skip,90,2026-04-11
L00927,C00388,add_to_wishlist,129,2026-02-15
L00651,C00197,like,113,2026-01-09
L00009,C00147,complete,212,2026-08-20
L00912,C00330,enroll,227,2026-07-22
L00615,C00063,complete,212,2026-08-28
L00431,C00225,complete,69,2025-11-08
L00710,C00266,add_to_wishlist,186,2026-03-04
L00276,C00488,like,174,2026-01-28
L00950,C00286,add_to_wishlist,71,2025-10-20
L00486,C00023,like,120,2025-11-22
L00270,C00247,add_to_wishlist,227,2026-03-20
L00714,C00431,add_to_wishlist,220,2025-09-16
L00871,C00382,skip,42,2025-09-18
L00045,C00180,skip,96,2025-09-04
L00842,C00297,complete,68,2026-06-15
L00281,C00475,skip,45,2025-09-30
L00145,C00221,enroll,36,2026-01-19
L00346,C00437,like,63,2026-08-21
L00704,C00450,add_to_wishlist,40,2026-06-12
L00493,C00084,add_to_wishlist,142,2026-08-06
L00411,C00400,skip,105,2026-02-11
L00819,C00168,add_to_wishlist,76,2026-08-26
L00307,C00281,complete,188,2026-07-01
L00115,C00142,like,220,2025-11-26
L00697,C00021,enroll,116,2026-05-30
L00576,C00051,skip,153,2026-04-18
L00629,C00332,like,74,2026-07-05
L00586,C00334,skip,154,2026-03-07
L00900,C00448,skip,145,2025-11-29
L00778,C00449,complete,76,2025-12-22
L00407,C00046,add_to_wishlist,117,2025-10-10
L00873,C00463,skip,156,2026-04-19
L00030,C00445,like,35,2026-06-11
L00826,C00241,enroll,217,2026-06-14
L00426,C00105,complete,45,2026-03-10
L00501,C00365,like,209,2026-07-15
L00835,C00391,enroll,197,2026-06-30
L00906,C00445,like,71,2026-06-08
L00767,C00279,like,184,2026-03-18
L00348,C00246,add_to_wishlist,75,2025-12-11
L00557,C00261,skip,229,2026-08-31
L00357,C00093,like,80,2025-09-29
L00076,C00425,like,27,2026-04-21
L00058,C00225,add_to_wishlist,72,2026-06-25
L00910,C00003,add_to_wishlist,219,2026-02-02
L00598,C00012,like,200,2026-01-21
L00028,C00399,skip,69,2025-10-16
L00450,C00452,skip,9,2026-04-03
L00149,C00114,enroll,4,2025-11-27
L00469,C00315,skip,237,2026-06-24
L00698,C00186,skip,200,2026-06-28
L00005,C00293,skip,31,2026-04-12
L00450,C00176,complete,138,2026-02-22
L00707,C00305,add_to_wishlist,38,2026-07-23
L00991,C00207,skip,209,2026-06-27
L00585,C00499,like,23,2026-03-07
L00086,C00361,add_to_wishlist,144,2025-12-24
L00335,C00099,skip,73,2025-10-16
L00314,C00190,like,81,2025-09-25
L00481,C00476,add_to_wishlist,228,2026-06-04
L00831,C00498,skip,71,2026-07-18
L00863,C00474,enroll,11,2026-08-30
L00408,C00402,enroll,163,2026-01-26
L00325,C00321,complete,22,2026-05-17
L00686,C00284,complete,55,2026-02-09
L00167,C00027,like,21,2026-03-20
L00773,C00152,like,168,2026-08-31
L00904,C00258,like,187,2025-10-20
L00652,C00034,complete,153,2026-02-24
L00617,C00456,complete,205,2026-04-16
L00580,C00347,complete,177,2025-10-08
L00914,C00414,skip,127,2025-09-05
L00741,C00089,complete,209,2026-08-21
L00060,C00443,add_to_wishlist,110,2025-10-24
L00404,C00003,enroll,111,2026-02-27
L00643,C00444,like,222,2025-10-17
L00164,C00080,complete,24,2026-02-22
L00662,C00123,complete,213,2026-05-28
L00337,C00180,add_to_wishlist,182,2026-01-29
L00962,C00425,like,12,2025-10-14
L00119,C00495,enroll,230,2026-08-27
L00557,C00499,add_to_wishlist,128,2025-12-15
L00454,C00382,enroll,197,2026-05-05
L00809,C00401,like,108,2026-06-10
L00105,C00497,like,167,2026-03-09
L00349,C00249,complete,6,2026-07-30
L00081,C00129,like,102,2026-04-29
L00767,C00227,enroll,139,2026-07-30
L00616,C00390,enroll,57,2026-08-15
L00686,C00154,like,16,2026-05-06
L00870,C00234,skip,213,2026-04-17
L00737,C00022,enroll,95,2026-04-17
L00084,C00262,like,115,2026-02-18
L00551,C00160,add_to_wishlist,221,2026-05-30
L00691,C00449,like,48,2026-06-18
L00790,C00468,skip,183,2025-11-28
L00017,C00382,add_to_wishlist,51,2026-03-20
L00554,C00376,enroll,149,2026-02-22
L00723,C00299,add_to_wishlist,171,2026-01-10
L00867,C00202,enroll,66,2026-08-25
L00286,C00264,enroll,78,2026-05-20
L00112,C00311,add_to_wishlist,199,2026-07-15
L00456,C00286,add_to_wishlist,144,2026-09-03
L00047,C00417,complete,113,2025-09-23
L00701,C00460,skip,220,2025-10-08
L00241,C00220,like,217,2025-12-31
L00849,C00280,enroll,4,2025-11-08
L00138,C00496,complete,163,2026-03-15
L00848,C00116,skip,123,2026-01-15
L00735,C00402,add_to_wishlist,209,2025-12-19
L00511,C00107,complete,0,2026-05-17
L00201,C00440,add_to_wishlist,158,2025-09-23
L00862,C00155,add_to_wishlist,109,2025-11-06
L00621,C00055,complete,227,2026-02-28
L00429,C00376,add_to_wishlist,102,2026-03-13
L00668,C00463,like,190,2025-11-12
L00589,C00490,skip,199,2026-01-30
L00992,C00300,like,125,2026-04-02
L00934,C00303,complete,164,2025-11-11
L00685,C00195,add_to_wishlist,240,2026-04-29
L00724,C00046,complete,34,2026-07-28
L00815,C00397,complete,11,2026-06-09
L00843,C00257,like,203,2026-05-19
L00515,C00426,add_to_wishlist,115,2025-12-11
L00485,C00421,complete,236,2026-07-30
L00713,C00475,like,33,2026-07-21
L00341,C00296,complete,211,2026-05-29
L00112,C00497,add_to_wishlist,44,2025-10-20
L00019,C00002,enroll,153,2025-10-18
L00379,C00303,complete,55,2026-03-22
L00304,C00148,add_to_wishlist,201,2026-08-25
L00716,C00268,skip,76,2026-03-08
L00836,C00330,skip,224,2025-09-30
L00364,C00120,like,195,2026-02-12
L00536,C00095,like,123,2026-08-27
L00812,C00451,complete,108,2026-07-14
L00543,C00132,complete,45,2026-08-01
L00535,C00061,enroll,64,2025-11-14
